LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN (kW-hr/m^2/day)
64.0,-145.5,2024,3,25,-999.0
64.0,-145.0,2024,3,25,-999.0
64.0,-144.5,2024,3,25,-999.0
64.0,-144.0,2024,3,25,-999.0
64.5,-149.5,2024,3,25,2.93
64.5,-149.0,2024,3,25,-999.0
64.5,-148.5,2024,3,25,2.93
64.5,-148.0,2024,3,25,-999.0
64.5,-147.5,2024,3,25,3.02
64.5,-147.0,2024,3,25,-999.0
64.5,-146.5,2024,3,25,3.02
64.5,-146.0,2024,3,25,-999.0
64.5,-145.5,2024,3,25,2.8
64.5,-145.0,2024,3,25,-999.0
64.5,-144.5,2024,3,25,2.8
64.5,-144.0,2024,3,25,-999.0
65.0,-149.5,2024,3,25,-999.0
65.0,-149.0,2024,3,25,-999.0
65.0,-148.5,2024,3,25,-999.0
65.0,-148.0,2024,3,25,-999.0
65.0,-147.5,2024,3,25,-999.0
65.0,-147.0,2024,3,25,-999.0
65.0,-146.5,2024,3,25,-999.0
65.0,-146.0,2024,3,25,-999.0
65.0,-145.5,2024,3,25,-999.0
65.0,-145.0,2024,3,25,-999.0
65.0,-144.5,2024,3,25,-999.0
65.0,-144.0,2024,3,25,-999.0
65.5,-149.5,2024,3,25,2.85
65.5,-149.0,2024,3,25,-999.0
65.5,-148.5,2024,3,25,2.85
65.5,-148.0,2024,3,25,-999.0
65.5,-147.5,2024,3,25,2.81
65.5,-147.0,2024,3,25,-999.0
65.5,-146.5,2024,3,25,2.81
65.5,-146.0,2024,3,25,-999.0
65.5,-145.5,2024,3,25,2.42
65.5,-145.0,2024,3,25,-999.0
65.5,-144.5,2024,3,25,2.42
65.5,-144.0,2024,3,25,-999.0
63.5,-149.5,2024,3,26,2.24
63.5,-149.0,2024,3,26,-999.0
63.5,-148.5,2024,3,26,2.24
63.5,-148.0,2024,3,26,-999.0
63.5,-147.5,2024,3,26,2.96
63.5,-147.0,2024,3,26,-999.0
63.5,-146.5,2024,3,26,2.96
63.5,-146.0,2024,3,26,-999.0
63.5,-145.5,2024,3,26,3.36
63.5,-145.0,2024,3,26,-999.0
63.5,-144.5,2024,3,26,3.36
63.5,-144.0,2024,3,26,-999.0
64.0,-149.5,2024,3,26,-999.0
64.0,-149.0,2024,3,26,-999.0
64.0,-148.5,2024,3,26,-999.0
64.0,-148.0,2024,3,26,-999.0
64.0,-147.5,2024,3,26,-999.0
64.0,-147.0,2024,3,26,-999.0
64.0,-146.5,2024,3,26,-999.0
64.0,-146.0,2024,3,26,-999.0
64.0,-145.5,2024,3,26,-999.0
64.0,-145.0,2024,3,26,-999.0
64.0,-144.5,2024,3,26,-999.0
64.0,-144.0,2024,3,26,-999.0
64.5,-149.5,2024,3,26,3.02
64.5,-149.0,2024,3,26,-999.0
64.5,-148.5,2024,3,26,3.02
64.5,-148.0,2024,3,26,-999.0
64.5,-147.5,2024,3,26,3.22
64.5,-147.0,2024,3,26,-999.0
64.5,-146.5,2024,3,26,3.22
64.5,-146.0,2024,3,26,-999.0
64.5,-145.5,2024,3,26,3.39
64.5,-145.0,2024,3,26,-999.0
64.5,-144.5,2024,3,26,3.39
64.5,-144.0,2024,3,26,-999.0
65.0,-149.5,2024,3,26,-999.0
65.0,-149.0,2024,3,26,-999.0
65.0,-148.5,2024,3,26,-999.0
65.0,-148.0,2024,3,26,-999.0
65.0,-147.5,2024,3,26,-999.0
65.0,-147.0,2024,3,26,-999.0
65.0,-146.5,2024,3,26,-999.0
65.0,-146.0,2024,3,26,-999.0
65.0,-145.5,2024,3,26,-999.0
65.0,-145.0,2024,3,26,-999.0
65.0,-144.5,2024,3,26,-999.0
65.0,-144.0,2024,3,26,-999.0
65.5,-149.5,2024,3,26,2.71
65.5,-149.0,2024,3,26,-999.0
65.5,-148.5,2024,3,26,2.71
65.5,-148.0,2024,3,26,-999.0
65.5,-147.5,2024,3,26,3.14
65.5,-147.0,2024,3,26,-999.0
65.5,-146.5,2024,3,26,3.14
65.5,-146.0,2024,3,26,-999.0
65.5,-145.5,2024,3,26,3.38
65.5,-145.0,2024,3,26,-999.0
65.5,-144.5,2024,3,26,3.38
65.5,-144.0,2024,3,26,-999.0
63.5,-149.5,2024,3,27,2.48
63.5,-149.0,2024,3,27,-999.0
63.5,-148.5,2024,3,27,2.48
63.5,-148.0,2024,3,27,-999.0
63.5,-147.5,2024,3,27,3.35
63.5,-147.0,2024,3,27,-999.0
63.5,-146.5,2024,3,27,3.35
63.5,-146.0,2024,3,27,-999.0
63.5,-145.5,2024,3,27,3.29
63.5,-145.0,2024,3,27,-999.0
63.5,-144.5,2024,3,27,3.29
63.5,-144.0,2024,3,27,-999.0
64.0,-149.5,2024,3,27,-999.0
64.0,-149.0,2024,3,27,-999.0
64.0,-148.5,2024,3,27,-999.0
64.0,-148.0,2024,3,27,-999.0
64.0,-147.5,2024,3,27,-999.0
64.0,-147.0,2024,3,27,-999.0
64.0,-146.5,2024,3,27,-999.0
64.0,-146.0,2024,3,27,-999.0
64.0,-145.5,2024,3,27,-999.0
64.0,-145.0,2024,3,27,-999.0
64.0,-144.5,2024,3,27,-999.0
64.0,-144.0,2024,3,27,-999.0
64.5,-149.5,2024,3,27,2.97
64.5,-149.0,2024,3,27,-999.0
64.5,-148.5,2024,3,27,2.97
64.5,-148.0,2024,3,27,-999.0
64.5,-147.5,2024,3,27,3.24
64.5,-147.0,2024,3,27,-999.0
64.5,-146.5,2024,3,27,3.24
64.5,-146.0,2024,3,27,-999.0
64.5,-145.5,2024,3,27,3.28
64.5,-145.0,2024,3,27,-999.0
64.5,-144.5,2024,3,27,3.28
64.5,-144.0,2024,3,27,-999.0
65.0,-149.5,2024,3,27,-999.0
65.0,-149.0,2024,3,27,-999.0
65.0,-148.5,2024,3,27,-999.0
65.0,-148.0,2024,3,27,-999.0
65.0,-147.5,2024,3,27,-999.0
65.0,-147.0,2024,3,27,-999.0
65.0,-146.5,2024,3,27,-999.0
65.0,-146.0,2024,3,27,-999.0
65.0,-145.5,2024,3,27,-999.0
65.0,-145.0,2024,3,27,-999.0
65.0,-144.5,2024,3,27,-999.0
65.0,-144.0,2024,3,27,-999.0
65.5,-149.5,2024,3,27,3.01
65.5,-149.0,2024,3,27,-999.0
65.5,-148.5,2024,3,27,3.01
65.5,-148.0,2024,3,27,-999.0
65.5,-147.5,2024,3,27,3.14
65.5,-147.0,2024,3,27,-999.0
65.5,-146.5,2024,3,27,3.14
65.5,-146.0,2024,3,27,-999.0
65.5,-145.5,2024,3,27,3.21
65.5,-145.0,2024,3,27,-999.0
65.5,-144.5,2024,3,27,3.21
65.5,-144.0,2024,3,27,-999.0
63.5,-149.5,2024,3,28,2.13
63.5,-149.0,2024,3,28,-999.0
63.5,-148.5,2024,3,28,2.13
63.5,-148.0,2024,3,28,-999.0
63.5,-147.5,2024,3,28,2.18
63.5,-147.0,2024,3,28,-999.0
63.5,-146.5,2024,3,28,2.18
63.5,-146.0,2024,3,28,-999.0
63.5,-145.5,2024,3,28,3.05
63.5,-145.0,2024,3,28,-999.0
63.5,-144.5,2024,3,28,3.05
63.5,-144.0,2024,3,28,-999.0
64.0,-149.5,2024,3,28,-999.0
64.0,-149.0,2024,3,28,-999.0
64.0,-148.5,2024,3,28,-999.0
64.0,-148.0,2024,3,28,-999.0
64.0,-147.5,2024,3,28,-999.0
64.0,-147.0,2024,3,28,-999.0
64.0,-146.5,2024,3,28,-999.0
64.0,-146.0,2024,3,28,-999.0
64.0,-145.5,2024,3,28,-999.0
64.0,-145.0,2024,3,28,-999.0
64.0,-144.5,2024,3,28,-999.0
64.0,-144.0,2024,3,28,-999.0
64.5,-149.5,2024,3,28,2.93
64.5,-149.0,2024,3,28,-999.0
64.5,-148.5,2024,3,28,2.93
64.5,-148.0,2024,3,28,-999.0
64.5,-147.5,2024,3,28,2.6
64.5,-147.0,2024,3,28,-999.0
64.5,-146.5,2024,3,28,2.6
64.5,-146.0,2024,3,28,-999.0
64.5,-145.5,2024,3,28,2.79
64.5,-145.0,2024,3,28,-999.0
64.5,-144.5,2024,3,28,2.79
64.5,-144.0,2024,3,28,-999.0
65.0,-149.5,2024,3,28,-999.0
65.0,-149.0,2024,3,28,-999.0
65.0,-148.5,2024,3,28,-999.0
65.0,-148.0,2024,3,28,-999.0
65.0,-147.5,2024,3,28,-999.0
65.0,-147.0,2024,3,28,-999.0
65.0,-146.5,2024,3,28,-999.0
65.0,-146.0,2024,3,28,-999.0
65.0,-145.5,2024,3,28,-999.0
65.0,-145.0,2024,3,28,-999.0
65.0,-144.5,2024,3,28,-999.0
65.0,-144.0,2024,3,28,-999.0
65.5,-149.5,2024,3,28,2.49
65.5,-149.0,2024,3,28,-999.0
65.5,-148.5,2024,3,28,2.49
65.5,-148.0,2024,3,28,-999.0
65.5,-147.5,2024,3,28,2.7
65.5,-147.0,2024,3,28,-999.0
65.5,-146.5,2024,3,28,2.7
65.5,-146.0,2024,3,28,-999.0
65.5,-145.5,2024,3,28,2.91
65.5,-145.0,2024,3,28,-999.0
65.5,-144.5,2024,3,28,2.91
65.5,-144.0,2024,3,28,-999.0
63.5,-149.5,2024,3,29,2.16
63.5,-149.0,2024,3,29,-999.0
63.5,-148.5,2024,3,29,2.16
63.5,-148.0,2024,3,29,-999.0
63.5,-147.5,2024,3,29,2.37
63.5,-147.0,2024,3,29,-999.0
63.5,-146.5,2024,3,29,2.37
63.5,-146.0,2024,3,29,-999.0
63.5,-145.5,2024,3,29,2.18
63.5,-145.0,2024,3,29,-999.0
63.5,-144.5,2024,3,29,2.18
63.5,-144.0,2024,3,29,-999.0
64.0,-149.5,2024,3,29,-999.0
64.0,-149.0,2024,3,29,-999.0
64.0,-148.5,2024,3,29,-999.0
64.0,-148.0,2024,3,29,-999.0
64.0,-147.5,2024,3,29,-999.0
64.0,-147.0,2024,3,29,-999.0
64.0,-146.5,2024,3,29,-999.0
64.0,-146.0,2024,3,29,-999.0
64.0,-145.5,2024,3,29,-999.0
64.0,-145.0,2024,3,29,-999.0
64.0,-144.5,2024,3,29,-999.0
64.0,-144.0,2024,3,29,-999.0
64.5,-149.5,2024,3,29,3.28
64.5,-149.0,2024,3,29,-999.0
64.5,-148.5,2024,3,29,3.28
64.5,-148.0,2024,3,29,-999.0
64.5,-147.5,2024,3,29,3.33
64.5,-147.0,2024,3,29,-999.0
64.5,-146.5,2024,3,29,3.33
64.5,-146.0,2024,3,29,-999.0
64.5,-145.5,2024,3,29,3.5
64.5,-145.0,2024,3,29,-999.0
64.5,-144.5,2024,3,29,3.5
64.5,-144.0,2024,3,29,-999.0
65.0,-149.5,2024,3,29,-999.0
65.0,-149.0,2024,3,29,-999.0
65.0,-148.5,2024,3,29,-999.0
65.0,-148.0,2024,3,29,-999.0
65.0,-147.5,2024,3,29,-999.0
65.0,-147.0,2024,3,29,-999.0
65.0,-146.5,2024,3,29,-999.0
65.0,-146.0,2024,3,29,-999.0
65.0,-145.5,2024,3,29,-999.0
65.0,-145.0,2024,3,29,-999.0
65.0,-144.5,2024,3,29,-999.0
65.0,-144.0,2024,3,29,-999.0
65.5,-149.5,2024,3,29,3.51
65.5,-149.0,2024,3,29,-999.0
65.5,-148.5,2024,3,29,3.51
65.5,-148.0,2024,3,29,-999.0
65.5,-147.5,2024,3,29,3.63
65.5,-147.0,2024,3,29,-999.0
65.5,-146.5,2024,3,29,3.63
65.5,-146.0,2024,3,29,-999.0
65.5,-145.5,2024,3,29,3.74
65.5,-145.0,2024,3,29,-999.0
65.5,-144.5,2024,3,29,3.74
65.5,-144.0,2024,3,29,-999.0
63.5,-149.5,2024,3,30,1.81
63.5,-149.0,2024,3,30,-999.0
63.5,-148.5,2024,3,30,1.81
63.5,-148.0,2024,3,30,-999.0
63.5,-147.5,2024,3,30,1.84
63.5,-147.0,2024,3,30,-999.0
63.5,-146.5,2024,3,30,1.84
63.5,-146.0,2024,3,30,-999.0
63.5,-145.5,2024,3,30,2.13
63.5,-145.0,2024,3,30,-999.0
63.5,-144.5,2024,3,30,2.13
63.5,-144.0,2024,3,30,-999.0
64.0,-149.5,2024,3,30,-999.0
64.0,-149.0,2024,3,30,-999.0
64.0,-148.5,2024,3,30,-999.0
64.0,-148.0,2024,3,30,-999.0
64.0,-147.5,2024,3,30,-999.0
64.0,-147.0,2024,3,30,-999.0
64.0,-146.5,2024,3,30,-999.0
64.0,-146.0,2024,3,30,-999.0
64.0,-145.5,2024,3,30,-999.0
64.0,-145.0,2024,3,30,-999.0
64.0,-144.5,2024,3,30,-999.0
64.0,-144.0,2024,3,30,-999.0
64.5,-149.5,2024,3,30,3.26
64.5,-149.0,2024,3,30,-999.0
64.5,-148.5,2024,3,30,3.26
64.5,-148.0,2024,3,30,-999.0
64.5,-147.5,2024,3,30,2.99
64.5,-147.0,2024,3,30,-999.0
64.5,-146.5,2024,3,30,2.99
64.5,-146.0,2024,3,30,-999.0
64.5,-145.5,2024,3,30,3.27
64.5,-145.0,2024,3,30,-999.0
64.5,-144.5,2024,3,30,3.27
64.5,-144.0,2024,3,30,-999.0
65.0,-149.5,2024,3,30,-999.0
65.0,-149.0,2024,3,30,-999.0
65.0,-148.5,2024,3,30,-999.0
65.0,-148.0,2024,3,30,-999.0
65.0,-147.5,2024,3,30,-999.0
65.0,-147.0,2024,3,30,-999.0
65.0,-146.5,2024,3,30,-999.0
65.0,-146.0,2024,3,30,-999.0
65.0,-145.5,2024,3,30,-999.0
65.0,-145.0,2024,3,30,-999.0
65.0,-144.5,2024,3,30,-999.0
65.0,-144.0,2024,3,30,-999.0
65.5,-149.5,2024,3,30,3.66
65.5,-149.0,2024,3,30,-999.0
65.5,-148.5,2024,3,30,3.66
65.5,-148.0,2024,3,30,-999.0
65.5,-147.5,2024,3,30,3.62
65.5,-147.0,2024,3,30,-999.0
65.5,-146.5,2024,3,30,3.62
65.5,-146.0,2024,3,30,-999.0
65.5,-145.5,2024,3,30,3.61
65.5,-145.0,2024,3,30,-999.0
65.5,-144.5,2024,3,30,3.61
65.5,-144.0,2024,3,30,-999.0
63.5,-149.5,2024,3,31,1.89
63.5,-149.0,2024,3,31,-999.0
63.5,-148.5,2024,3,31,1.89
63.5,-148.0,2024,3,31,-999.0
63.5,-147.5,2024,3,31,2.25
63.5,-147.0,2024,3,31,-999.0
63.5,-146.5,2024,3,31,2.25
63.5,-146.0,2024,3,31,-999.0
63.5,-145.5,2024,3,31,3.04
63.5,-145.0,2024,3,31,-999.0
63.5,-144.5,2024,3,31,3.04
63.5,-144.0,2024,3,31,-999.0
64.0,-149.5,2024,3,31,-999.0
64.0,-149.0,2024,3,31,-999.0
64.0,-148.5,2024,3,31,-999.0
64.0,-148.0,2024,3,31,-999.0
64.0,-147.5,2024,3,31,-999.0
64.0,-147.0,2024,3,31,-999.0
64.0,-146.5,2024,3,31,-999.0
64.0,-146.0,2024,3,31,-999.0
64.0,-145.5,2024,3,31,-999.0
64.0,-145.0,2024,3,31,-999.0
64.0,-144.5,2024,3,31,-999.0
64.0,-144.0,2024,3,31,-999.0
64.5,-149.5,2024,3,31,2.9
64.5,-149.0,2024,3,31,-999.0
64.5,-148.5,2024,3,31,2.9
64.5,-148.0,2024,3,31,-999.0
64.5,-147.5,2024,3,31,2.7
64.5,-147.0,2024,3,31,-999.0
64.5,-146.5,2024,3,31,2.7
64.5,-146.0,2024,3,31,-999.0
64.5,-145.5,2024,3,31,3.12
64.5,-145.0,2024,3,31,-999.0
64.5,-144.5,2024,3,31,3.12
64.5,-144.0,2024,3,31,-999.0
65.0,-149.5,2024,3,31,-999.0
65.0,-149.0,2024,3,31,-999.0
65.0,-148.5,2024,3,31,-999.0
65.0,-148.0,2024,3,31,-999.0
65.0,-147.5,2024,3,31,-999.0
65.0,-147.0,2024,3,31,-999.0
65.0,-146.5,2024,3,31,-999.0
65.0,-146.0,2024,3,31,-999.0
65.0,-145.5,2024,3,31,-999.0
65.0,-145.0,2024,3,31,-999.0
65.0,-144.5,2024,3,31,-999.0
65.0,-144.0,2024,3,31,-999.0
65.5,-149.5,2024,3,31,2.83
65.5,-149.0,2024,3,31,-999.0
65.5,-148.5,2024,3,31,2.83
65.5,-148.0,2024,3,31,-999.0
65.5,-147.5,2024,3,31,2.91
65.5,-147.0,2024,3,31,-999.0
65.5,-146.5,2024,3,31,2.91
65.5,-146.0,2024,3,31,-999.0
65.5,-145.5,2024,3,31,2.78
65.5,-145.0,2024,3,31,-999.0
65.5,-144.5,2024,3,31,2.78
65.5,-144.0,2024,3,31,-999.0
63.5,-149.5,2024,4,1,2.99
63.5,-149.0,2024,4,1,-999.0
63.5,-148.5,2024,4,1,2.99
63.5,-148.0,2024,4,1,-999.0
63.5,-147.5,2024,4,1,3.11
63.5,-147.0,2024,4,1,-999.0
63.5,-146.5,2024,4,1,3.11
63.5,-146.0,2024,4,1,-999.0
63.5,-145.5,2024,4,1,2.79
63.5,-145.0,2024,4,1,-999.0
63.5,-144.5,2024,4,1,2.79
63.5,-144.0,2024,4,1,-999.0
64.0,-149.5,2024,4,1,-999.0
64.0,-149.0,2024,4,1,-999.0
64.0,-148.5,2024,4,1,-999.0
64.0,-148.0,2024,4,1,-999.0
64.0,-147.5,2024,4,1,-999.0
64.0,-147.0,2024,4,1,-999.0
64.0,-146.5,2024,4,1,-999.0
64.0,-146.0,2024,4,1,-999.0
64.0,-145.5,2024,4,1,-999.0
64.0,-145.0,2024,4,1,-999.0
64.0,-144.5,2024,4,1,-999.0
64.0,-144.0,2024,4,1,-999.0
64.5,-149.5,2024,4,1,3.53
64.5,-149.0,2024,4,1,-999.0
64.5,-148.5,2024,4,1,3.53
64.5,-148.0,2024,4,1,-999.0
64.5,-147.5,2024,4,1,3.65
64.5,-147.0,2024,4,1,-999.0
64.5,-146.5,2024,4,1,3.65
64.5,-146.0,2024,4,1,-999.0
64.5,-145.5,2024,4,1,3.5
64.5,-145.0,2024,4,1,-999.0
64.5,-144.5,2024,4,1,3.5
64.5,-144.0,2024,4,1,-999.0
65.0,-149.5,2024,4,1,-999.0
65.0,-149.0,2024,4,1,-999.0
65.0,-148.5,2024,4,1,-999.0
65.0,-148.0,2024,4,1,-999.0
65.0,-147.5,2024,4,1,-999.0
65.0,-147.0,2024,4,1,-999.0
65.0,-146.5,2024,4,1,-999.0
65.0,-146.0,2024,4,1,-999.0
65.0,-145.5,2024,4,1,-999.0
65.0,-145.0,2024,4,1,-999.0
65.0,-144.5,2024,4,1,-999.0
65.0,-144.0,2024,4,1,-999.0
65.5,-149.5,2024,4,1,3.4
65.5,-149.0,2024,4,1,-999.0
65.5,-148.5,2024,4,1,3.4
65.5,-148.0,2024,4,1,-999.0
65.5,-147.5,2024,4,1,3.9
65.5,-147.0,2024,4,1,-999.0
65.5,-146.5,2024,4,1,3.9
65.5,-146.0,2024,4,1,-999.0
65.5,-145.5,2024,4,1,4.04
65.5,-145.0,2024,4,1,-999.0
65.5,-144.5,2024,4,1,4.04
65.5,-144.0,2024,4,1,-999.0
63.5,-149.5,2024,4,2,4.18
63.5,-149.0,2024,4,2,-999.0
63.5,-148.5,2024,4,2,4.18
63.5,-148.0,2024,4,2,-999.0
63.5,-147.5,2024,4,2,4.22
63.5,-147.0,2024,4,2,-999.0
63.5,-146.5,2024,4,2,4.22
63.5,-146.0,2024,4,2,-999.0
63.5,-145.5,2024,4,2,4.24
63.5,-145.0,2024,4,2,-999.0
63.5,-144.5,2024,4,2,4.24
63.5,-144.0,2024,4,2,-999.0
64.0,-149.5,2024,4,2,-999.0
64.0,-149.0,2024,4,2,-999.0
64.0,-148.5,2024,4,2,-999.0
64.0,-148.0,2024,4,2,-999.0
64.0,-147.5,2024,4,2,-999.0
64.0,-147.0,2024,4,2,-999.0
64.0,-146.5,2024,4,2,-999.0
64.0,-146.0,2024,4,2,-999.0
64.0,-145.5,2024,4,2,-999.0
64.0,-145.0,2024,4,2,-999.0
64.0,-144.5,2024,4,2,-999.0
64.0,-144.0,2024,4,2,-999.0
64.5,-149.5,2024,4,2,3.88
64.5,-149.0,2024,4,2,-999.0
64.5,-148.5,2024,4,2,3.88
64.5,-148.0,2024,4,2,-999.0
64.5,-147.5,2024,4,2,3.66
64.5,-147.0,2024,4,2,-999.0
64.5,-146.5,2024,4,2,3.66
64.5,-146.0,2024,4,2,-999.0
64.5,-145.5,2024,4,2,3.64
64.5,-145.0,2024,4,2,-999.0
64.5,-144.5,2024,4,2,3.64
64.5,-144.0,2024,4,2,-999.0
65.0,-149.5,2024,4,2,-999.0
65.0,-149.0,2024,4,2,-999.0
65.0,-148.5,2024,4,2,-999.0
65.0,-148.0,2024,4,2,-999.0
65.0,-147.5,2024,4,2,-999.0
65.0,-147.0,2024,4,2,-999.0
65.0,-146.5,2024,4,2,-999.0
65.0,-146.0,2024,4,2,-999.0
65.0,-145.5,2024,4,2,-999.0
65.0,-145.0,2024,4,2,-999.0
65.0,-144.5,2024,4,2,-999.0
65.0,-144.0,2024,4,2,-999.0
65.5,-149.5,2024,4,2,3.35
65.5,-149.0,2024,4,2,-999.0
65.5,-148.5,2024,4,2,3.35
65.5,-148.0,2024,4,2,-999.0
65.5,-147.5,2024,4,2,3.33
65.5,-147.0,2024,4,2,-999.0
65.5,-146.5,2024,4,2,3.33
65.5,-146.0,2024,4,2,-999.0
65.5,-145.5,2024,4,2,3.51
65.5,-145.0,2024,4,2,-999.0
65.5,-144.5,2024,4,2,3.51
65.5,-144.0,2024,4,2,-999.0
63.5,-149.5,2024,4,3,2.53
63.5,-149.0,2024,4,3,-999.0
63.5,-148.5,2024,4,3,2.53
63.5,-148.0,2024,4,3,-999.0
63.5,-147.5,2024,4,3,3.53
63.5,-147.0,2024,4,3,-999.0
63.5,-146.5,2024,4,3,3.53
63.5,-146.0,2024,4,3,-999.0
63.5,-145.5,2024,4,3,3.82
63.5,-145.0,2024,4,3,-999.0
63.5,-144.5,2024,4,3,3.82
63.5,-144.0,2024,4,3,-999.0
64.0,-149.5,2024,4,3,-999.0
64.0,-149.0,2024,4,3,-999.0
64.0,-148.5,2024,4,3,-999.0
64.0,-148.0,2024,4,3,-999.0
64.0,-147.5,2024,4,3,-999.0
64.0,-147.0,2024,4,3,-999.0
64.0,-146.5,2024,4,3,-999.0
64.0,-146.0,2024,4,3,-999.0
64.0,-145.5,2024,4,3,-999.0
64.0,-145.0,2024,4,3,-999.0
64.0,-144.5,2024,4,3,-999.0
64.0,-144.0,2024,4,3,-999.0
64.5,-149.5,2024,4,3,2.54
64.5,-149.0,2024,4,3,-999.0
64.5,-148.5,2024,4,3,2.54
64.5,-148.0,2024,4,3,-999.0
64.5,-147.5,2024,4,3,2.89
64.5,-147.0,2024,4,3,-999.0
64.5,-146.5,2024,4,3,2.89
64.5,-146.0,2024,4,3,-999.0
64.5,-145.5,2024,4,3,3.33
64.5,-145.0,2024,4,3,-999.0
64.5,-144.5,2024,4,3,3.33
64.5,-144.0,2024,4,3,-999.0
65.0,-149.5,2024,4,3,-999.0
65.0,-149.0,2024,4,3,-999.0
65.0,-148.5,2024,4,3,-999.0
65.0,-148.0,2024,4,3,-999.0
65.0,-147.5,2024,4,3,-999.0
65.0,-147.0,2024,4,3,-999.0
65.0,-146.5,2024,4,3,-999.0
65.0,-146.0,2024,4,3,-999.0
65.0,-145.5,2024,4,3,-999.0
65.0,-145.0,2024,4,3,-999.0
65.0,-144.5,2024,4,3,-999.0
65.0,-144.0,2024,4,3,-999.0
65.5,-149.5,2024,4,3,3.01
65.5,-149.0,2024,4,3,-999.0
65.5,-148.5,2024,4,3,3.01
65.5,-148.0,2024,4,3,-999.0
65.5,-147.5,2024,4,3,3.34
65.5,-147.0,2024,4,3,-999.0
65.5,-146.5,2024,4,3,3.34
65.5,-146.0,2024,4,3,-999.0
65.5,-145.5,2024,4,3,3.49
65.5,-145.0,2024,4,3,-999.0
65.5,-144.5,2024,4,3,3.49
65.5,-144.0,2024,4,3,-999.0
63.5,-149.5,2024,4,4,2.6
63.5,-149.0,2024,4,4,-999.0
63.5,-148.5,2024,4,4,2.6
63.5,-148.0,2024,4,4,-999.0
63.5,-147.5,2024,4,4,2.43
63.5,-147.0,2024,4,4,-999.0
63.5,-146.5,2024,4,4,2.43
63.5,-146.0,2024,4,4,-999.0
63.5,-145.5,2024,4,4,3.37
63.5,-145.0,2024,4,4,-999.0
63.5,-144.5,2024,4,4,3.37
63.5,-144.0,2024,4,4,-999.0
64.0,-149.5,2024,4,4,-999.0
64.0,-149.0,2024,4,4,-999.0
64.0,-148.5,2024,4,4,-999.0
64.0,-148.0,2024,4,4,-999.0
64.0,-147.5,2024,4,4,-999.0
64.0,-147.0,2024,4,4,-999.0
64.0,-146.5,2024,4,4,-999.0
64.0,-146.0,2024,4,4,-999.0
64.0,-145.5,2024,4,4,-999.0
64.0,-145.0,2024,4,4,-999.0
64.0,-144.5,2024,4,4,-999.0
64.0,-144.0,2024,4,4,-999.0
64.5,-149.5,2024,4,4,2.86
64.5,-149.0,2024,4,4,-999.0
64.5,-148.5,2024,4,4,2.86
64.5,-148.0,2024,4,4,-999.0
64.5,-147.5,2024,4,4,3.11
64.5,-147.0,2024,4,4,-999.0
64.5,-146.5,2024,4,4,3.11
64.5,-146.0,2024,4,4,-999.0
64.5,-145.5,2024,4,4,3.54
64.5,-145.0,2024,4,4,-999.0
64.5,-144.5,2024,4,4,3.54
64.5,-144.0,2024,4,4,-999.0
65.0,-149.5,2024,4,4,-999.0
65.0,-149.0,2024,4,4,-999.0
65.0,-148.5,2024,4,4,-999.0
65.0,-148.0,2024,4,4,-999.0
65.0,-147.5,2024,4,4,-999.0
65.0,-147.0,2024,4,4,-999.0
65.0,-146.5,2024,4,4,-999.0
65.0,-146.0,2024,4,4,-999.0
65.0,-145.5,2024,4,4,-999.0
65.0,-145.0,2024,4,4,-999.0
65.0,-144.5,2024,4,4,-999.0
65.0,-144.0,2024,4,4,-999.0
65.5,-149.5,2024,4,4,2.86
65.5,-149.0,2024,4,4,-999.0
65.5,-148.5,2024,4,4,2.86
65.5,-148.0,2024,4,4,-999.0
65.5,-147.5,2024,4,4,3.4
65.5,-147.0,2024,4,4,-999.0
65.5,-146.5,2024,4,4,3.4
65.5,-146.0,2024,4,4,-999.0
65.5,-145.5,2024,4,4,3.65
65.5,-145.0,2024,4,4,-999.0
65.5,-144.5,2024,4,4,3.65
65.5,-144.0,2024,4,4,-999.0
63.5,-149.5,2024,4,5,3.27
63.5,-149.0,2024,4,5,-999.0
63.5,-148.5,2024,4,5,3.27
63.5,-148.0,2024,4,5,-999.0
63.5,-147.5,2024,4,5,3.46
63.5,-147.0,2024,4,5,-999.0
63.5,-146.5,2024,4,5,3.46
63.5,-146.0,2024,4,5,-999.0
63.5,-145.5,2024,4,5,2.5
63.5,-145.0,2024,4,5,-999.0
63.5,-144.5,2024,4,5,2.5
63.5,-144.0,2024,4,5,-999.0
64.0,-149.5,2024,4,5,-999.0
64.0,-149.0,2024,4,5,-999.0
64.0,-148.5,2024,4,5,-999.0
64.0,-148.0,2024,4,5,-999.0
64.0,-147.5,2024,4,5,-999.0
64.0,-147.0,2024,4,5,-999.0
64.0,-146.5,2024,4,5,-999.0
64.0,-146.0,2024,4,5,-999.0
64.0,-145.5,2024,4,5,-999.0
64.0,-145.0,2024,4,5,-999.0
64.0,-144.5,2024,4,5,-999.0
64.0,-144.0,2024,4,5,-999.0
64.5,-149.5,2024,4,5,3.31
64.5,-149.0,2024,4,5,-999.0
64.5,-148.5,2024,4,5,3.31
64.5,-148.0,2024,4,5,-999.0
64.5,-147.5,2024,4,5,3.27
64.5,-147.0,2024,4,5,-999.0
64.5,-146.5,2024,4,5,3.27
64.5,-146.0,2024,4,5,-999.0
64.5,-145.5,2024,4,5,3.91
64.5,-145.0,2024,4,5,-999.0
