latitude, longitude, year, month, day, wind Speed 
65.5,-148.125,2024,3,15,7.42
65.5,-147.5,2024,3,15,6.97
65.5,-146.875,2024,3,15,6.12
65.5,-146.25,2024,3,15,5.68
65.5,-145.625,2024,3,15,4.64
65.5,-145.0,2024,3,15,3.47
65.5,-144.375,2024,3,15,3.09
63.5,-149.375,2024,3,16,3.29
63.5,-148.75,2024,3,16,4.14
63.5,-148.125,2024,3,16,4.73
63.5,-147.5,2024,3,16,4.47
63.5,-146.875,2024,3,16,4.16
63.5,-146.25,2024,3,16,3.28
63.5,-145.625,2024,3,16,2.7
63.5,-145.0,2024,3,16,2.69
63.5,-144.375,2024,3,16,2.42
64.0,-149.375,2024,3,16,4.17
64.0,-148.75,2024,3,16,3.22
64.0,-148.125,2024,3,16,2.61
64.0,-147.5,2024,3,16,2.16
64.0,-146.875,2024,3,16,1.53
64.0,-146.25,2024,3,16,1.37
64.0,-145.625,2024,3,16,1.7
64.0,-145.0,2024,3,16,2.63
64.0,-144.375,2024,3,16,4.42
64.5,-149.375,2024,3,16,5.36
64.5,-148.75,2024,3,16,4.54
64.5,-148.125,2024,3,16,4.1
64.5,-147.5,2024,3,16,3.8
64.5,-146.875,2024,3,16,4.02
64.5,-146.25,2024,3,16,4.48
64.5,-145.625,2024,3,16,5.53
64.5,-145.0,2024,3,16,5.39
64.5,-144.375,2024,3,16,5.05
65.0,-149.375,2024,3,16,8.99
65.0,-148.75,2024,3,16,8.13
65.0,-148.125,2024,3,16,8.39
65.0,-147.5,2024,3,16,9.64
65.0,-146.875,2024,3,16,11.41
65.0,-146.25,2024,3,16,9.88
65.0,-145.625,2024,3,16,8.23
65.0,-145.0,2024,3,16,7.07
65.0,-144.375,2024,3,16,5.12
65.5,-149.375,2024,3,16,11.41
65.5,-148.75,2024,3,16,10.72
65.5,-148.125,2024,3,16,11.32
65.5,-147.5,2024,3,16,11.21
65.5,-146.875,2024,3,16,10.26
65.5,-146.25,2024,3,16,9.43
65.5,-145.625,2024,3,16,7.66
65.5,-145.0,2024,3,16,5.49
65.5,-144.375,2024,3,16,4.3
63.5,-149.375,2024,3,17,4.25
63.5,-148.75,2024,3,17,5.15
63.5,-148.125,2024,3,17,5.33
63.5,-147.5,2024,3,17,4.5
63.5,-146.875,2024,3,17,4.18
63.5,-146.25,2024,3,17,4.43
63.5,-145.625,2024,3,17,4.18
63.5,-145.0,2024,3,17,3.98
63.5,-144.375,2024,3,17,3.13
64.0,-149.375,2024,3,17,2.8
64.0,-148.75,2024,3,17,2.73
64.0,-148.125,2024,3,17,2.99
64.0,-147.5,2024,3,17,3.36
64.0,-146.875,2024,3,17,1.98
64.0,-146.25,2024,3,17,1.46
64.0,-145.625,2024,3,17,1.8
64.0,-145.0,2024,3,17,2.85
64.0,-144.375,2024,3,17,3.74
64.5,-149.375,2024,3,17,4.97
64.5,-148.75,2024,3,17,4.06
64.5,-148.125,2024,3,17,3.63
64.5,-147.5,2024,3,17,3.39
64.5,-146.875,2024,3,17,3.74
64.5,-146.25,2024,3,17,3.63
64.5,-145.625,2024,3,17,4.36
64.5,-145.0,2024,3,17,4.27
64.5,-144.375,2024,3,17,3.94
65.0,-149.375,2024,3,17,7.55
65.0,-148.75,2024,3,17,6.92
65.0,-148.125,2024,3,17,6.89
65.0,-147.5,2024,3,17,7.72
65.0,-146.875,2024,3,17,9.14
65.0,-146.25,2024,3,17,7.72
65.0,-145.625,2024,3,17,6.09
65.0,-145.0,2024,3,17,5.06
65.0,-144.375,2024,3,17,3.51
65.5,-149.375,2024,3,17,9.41
65.5,-148.75,2024,3,17,8.65
65.5,-148.125,2024,3,17,9.04
65.5,-147.5,2024,3,17,8.86
65.5,-146.875,2024,3,17,8.08
65.5,-146.25,2024,3,17,7.61
65.5,-145.625,2024,3,17,6.35
65.5,-145.0,2024,3,17,4.57
65.5,-144.375,2024,3,17,3.67
63.5,-149.375,2024,3,18,3.71
63.5,-148.75,2024,3,18,4.77
63.5,-148.125,2024,3,18,4.75
63.5,-147.5,2024,3,18,3.71
63.5,-146.875,2024,3,18,3.26
63.5,-146.25,2024,3,18,3.16
63.5,-145.625,2024,3,18,3.13
63.5,-145.0,2024,3,18,3.24
63.5,-144.375,2024,3,18,2.82
64.0,-149.375,2024,3,18,2.18
64.0,-148.75,2024,3,18,2.42
64.0,-148.125,2024,3,18,2.93
64.0,-147.5,2024,3,18,3.54
64.0,-146.875,2024,3,18,2.54
64.0,-146.25,2024,3,18,2.91
64.0,-145.625,2024,3,18,3.18
64.0,-145.0,2024,3,18,2.45
64.0,-144.375,2024,3,18,2.32
64.5,-149.375,2024,3,18,3.28
64.5,-148.75,2024,3,18,2.6
64.5,-148.125,2024,3,18,2.5
64.5,-147.5,2024,3,18,2.5
64.5,-146.875,2024,3,18,2.25
64.5,-146.25,2024,3,18,2.04
64.5,-145.625,2024,3,18,2.84
64.5,-145.0,2024,3,18,2.49
64.5,-144.375,2024,3,18,2.22
65.0,-149.375,2024,3,18,4.89
65.0,-148.75,2024,3,18,4.88
65.0,-148.125,2024,3,18,4.19
65.0,-147.5,2024,3,18,3.44
65.0,-146.875,2024,3,18,3.48
65.0,-146.25,2024,3,18,3.05
65.0,-145.625,2024,3,18,2.55
65.0,-145.0,2024,3,18,3.35
65.0,-144.375,2024,3,18,2.51
65.5,-149.375,2024,3,18,5.37
65.5,-148.75,2024,3,18,4.97
65.5,-148.125,2024,3,18,4.64
65.5,-147.5,2024,3,18,4.11
65.5,-146.875,2024,3,18,3.15
65.5,-146.25,2024,3,18,2.66
65.5,-145.625,2024,3,18,2.11
65.5,-145.0,2024,3,18,1.31
65.5,-144.375,2024,3,18,1.34
63.5,-149.375,2024,3,19,5.43
63.5,-148.75,2024,3,19,4.9
63.5,-148.125,2024,3,19,4.39
63.5,-147.5,2024,3,19,3.01
63.5,-146.875,2024,3,19,2.31
63.5,-146.25,2024,3,19,2.26
63.5,-145.625,2024,3,19,2.45
63.5,-145.0,2024,3,19,2.86
63.5,-144.375,2024,3,19,2.72
64.0,-149.375,2024,3,19,5.18
64.0,-148.75,2024,3,19,5.23
64.0,-148.125,2024,3,19,4.72
64.0,-147.5,2024,3,19,4.69
64.0,-146.875,2024,3,19,4.13
64.0,-146.25,2024,3,19,4.69
64.0,-145.625,2024,3,19,4.77
64.0,-145.0,2024,3,19,3.69
64.0,-144.375,2024,3,19,3.87
64.5,-149.375,2024,3,19,3.76
64.5,-148.75,2024,3,19,3.15
64.5,-148.125,2024,3,19,3.85
64.5,-147.5,2024,3,19,3.78
64.5,-146.875,2024,3,19,3.58
64.5,-146.25,2024,3,19,3.93
64.5,-145.625,2024,3,19,5.09
64.5,-145.0,2024,3,19,4.49
64.5,-144.375,2024,3,19,3.36
65.0,-149.375,2024,3,19,5.7
65.0,-148.75,2024,3,19,5.55
65.0,-148.125,2024,3,19,5.15
65.0,-147.5,2024,3,19,5.47
65.0,-146.875,2024,3,19,6.2
65.0,-146.25,2024,3,19,5.64
65.0,-145.625,2024,3,19,4.57
65.0,-145.0,2024,3,19,3.72
65.0,-144.375,2024,3,19,3.21
65.5,-149.375,2024,3,19,6.09
65.5,-148.75,2024,3,19,5.51
65.5,-148.125,2024,3,19,5.33
65.5,-147.5,2024,3,19,5.4
65.5,-146.875,2024,3,19,5.19
65.5,-146.25,2024,3,19,4.97
65.5,-145.625,2024,3,19,4.34
65.5,-145.0,2024,3,19,3.43
65.5,-144.375,2024,3,19,2.9
63.5,-149.375,2024,3,20,5.38
63.5,-148.75,2024,3,20,4.96
63.5,-148.125,2024,3,20,3.87
63.5,-147.5,2024,3,20,2.45
63.5,-146.875,2024,3,20,2.34
63.5,-146.25,2024,3,20,2.91
63.5,-145.625,2024,3,20,2.85
63.5,-145.0,2024,3,20,2.96
63.5,-144.375,2024,3,20,2.85
64.0,-149.375,2024,3,20,5.99
64.0,-148.75,2024,3,20,6.15
64.0,-148.125,2024,3,20,5.32
64.0,-147.5,2024,3,20,4.79
64.0,-146.875,2024,3,20,4.07
64.0,-146.25,2024,3,20,4.38
64.0,-145.625,2024,3,20,4.07
64.0,-145.0,2024,3,20,2.79
64.0,-144.375,2024,3,20,2.96
64.5,-149.375,2024,3,20,2.77
64.5,-148.75,2024,3,20,3.36
64.5,-148.125,2024,3,20,3.81
64.5,-147.5,2024,3,20,3.41
64.5,-146.875,2024,3,20,3.1
64.5,-146.25,2024,3,20,2.89
64.5,-145.625,2024,3,20,3.55
64.5,-145.0,2024,3,20,3.44
64.5,-144.375,2024,3,20,3.03
65.0,-149.375,2024,3,20,3.86
65.0,-148.75,2024,3,20,3.83
65.0,-148.125,2024,3,20,3.86
65.0,-147.5,2024,3,20,4.38
65.0,-146.875,2024,3,20,5.24
65.0,-146.25,2024,3,20,4.56
65.0,-145.625,2024,3,20,3.96
65.0,-145.0,2024,3,20,3.87
65.0,-144.375,2024,3,20,3.3
65.5,-149.375,2024,3,20,4.19
65.5,-148.75,2024,3,20,4.04
65.5,-148.125,2024,3,20,4.23
65.5,-147.5,2024,3,20,4.4
65.5,-146.875,2024,3,20,4.43
65.5,-146.25,2024,3,20,4.22
65.5,-145.625,2024,3,20,3.43
65.5,-145.0,2024,3,20,2.81
65.5,-144.375,2024,3,20,2.63
63.5,-149.375,2024,3,21,7.0
63.5,-148.75,2024,3,21,6.82
63.5,-148.125,2024,3,21,6.14
63.5,-147.5,2024,3,21,4.48
63.5,-146.875,2024,3,21,3.87
63.5,-146.25,2024,3,21,4.38
63.5,-145.625,2024,3,21,4.55
63.5,-145.0,2024,3,21,4.66
63.5,-144.375,2024,3,21,3.98
64.0,-149.375,2024,3,21,8.26
64.0,-148.75,2024,3,21,8.01
64.0,-148.125,2024,3,21,7.13
64.0,-147.5,2024,3,21,7.08
64.0,-146.875,2024,3,21,6.01
64.0,-146.25,2024,3,21,6.33
64.0,-145.625,2024,3,21,6.04
64.0,-145.0,2024,3,21,4.45
64.0,-144.375,2024,3,21,4.57
64.5,-149.375,2024,3,21,3.9
64.5,-148.75,2024,3,21,4.16
64.5,-148.125,2024,3,21,4.71
64.5,-147.5,2024,3,21,4.38
64.5,-146.875,2024,3,21,4.08
64.5,-146.25,2024,3,21,4.48
64.5,-145.625,2024,3,21,6.11
64.5,-145.0,2024,3,21,5.75
64.5,-144.375,2024,3,21,5.02
65.0,-149.375,2024,3,21,4.95
65.0,-148.75,2024,3,21,5.18
65.0,-148.125,2024,3,21,5.7
65.0,-147.5,2024,3,21,6.83
65.0,-146.875,2024,3,21,8.27
65.0,-146.25,2024,3,21,6.95
65.0,-145.625,2024,3,21,5.5
65.0,-145.0,2024,3,21,5.01
65.0,-144.375,2024,3,21,4.78
65.5,-149.375,2024,3,21,5.25
65.5,-148.75,2024,3,21,5.38
65.5,-148.125,2024,3,21,6.11
65.5,-147.5,2024,3,21,6.36
65.5,-146.875,2024,3,21,5.97
65.5,-146.25,2024,3,21,5.19
65.5,-145.625,2024,3,21,4.21
65.5,-145.0,2024,3,21,3.59
65.5,-144.375,2024,3,21,3.5
63.5,-149.375,2024,3,22,7.51
63.5,-148.75,2024,3,22,7.21
63.5,-148.125,2024,3,22,5.94
63.5,-147.5,2024,3,22,4.46
63.5,-146.875,2024,3,22,4.22
63.5,-146.25,2024,3,22,4.82
63.5,-145.625,2024,3,22,4.85
63.5,-145.0,2024,3,22,5.26
63.5,-144.375,2024,3,22,5.11
64.0,-149.375,2024,3,22,8.06
64.0,-148.75,2024,3,22,8.82
64.0,-148.125,2024,3,22,8.46
64.0,-147.5,2024,3,22,8.23
64.0,-146.875,2024,3,22,6.91
64.0,-146.25,2024,3,22,6.57
64.0,-145.625,2024,3,22,5.73
64.0,-145.0,2024,3,22,3.79
64.0,-144.375,2024,3,22,3.08
64.5,-149.375,2024,3,22,4.35
64.5,-148.75,2024,3,22,5.57
64.5,-148.125,2024,3,22,6.02
64.5,-147.5,2024,3,22,5.27
64.5,-146.875,2024,3,22,4.78
64.5,-146.25,2024,3,22,4.14
64.5,-145.625,2024,3,22,4.02
64.5,-145.0,2024,3,22,3.83
64.5,-144.375,2024,3,22,3.94
65.0,-149.375,2024,3,22,3.56
65.0,-148.75,2024,3,22,3.73
65.0,-148.125,2024,3,22,4.33
65.0,-147.5,2024,3,22,5.1
65.0,-146.875,2024,3,22,5.68
65.0,-146.25,2024,3,22,5.36
65.0,-145.625,2024,3,22,5.43
65.0,-145.0,2024,3,22,6.4
65.0,-144.375,2024,3,22,5.79
65.5,-149.375,2024,3,22,4.97
65.5,-148.75,2024,3,22,5.37
65.5,-148.125,2024,3,22,5.76
65.5,-147.5,2024,3,22,5.71
65.5,-146.875,2024,3,22,5.73
65.5,-146.25,2024,3,22,5.69
65.5,-145.625,2024,3,22,5.28
65.5,-145.0,2024,3,22,5.17
65.5,-144.375,2024,3,22,5.17
63.5,-149.375,2024,3,23,5.88
63.5,-148.75,2024,3,23,5.79
63.5,-148.125,2024,3,23,5.46
63.5,-147.5,2024,3,23,4.18
63.5,-146.875,2024,3,23,3.75
63.5,-146.25,2024,3,23,4.11
63.5,-145.625,2024,3,23,4.0
63.5,-145.0,2024,3,23,3.87
63.5,-144.375,2024,3,23,3.42
64.0,-149.375,2024,3,23,6.25
64.0,-148.75,2024,3,23,6.07
64.0,-148.125,2024,3,23,5.58
64.0,-147.5,2024,3,23,5.64
64.0,-146.875,2024,3,23,5.17
64.0,-146.25,2024,3,23,5.59
64.0,-145.625,2024,3,23,5.41
64.0,-145.0,2024,3,23,4.07
64.0,-144.375,2024,3,23,3.92
64.5,-149.375,2024,3,23,3.95
64.5,-148.75,2024,3,23,3.8
64.5,-148.125,2024,3,23,4.26
64.5,-147.5,2024,3,23,4.36
64.5,-146.875,2024,3,23,4.42
64.5,-146.25,2024,3,23,4.67
64.5,-145.625,2024,3,23,5.28
64.5,-145.0,2024,3,23,4.88
64.5,-144.375,2024,3,23,4.49
65.0,-149.375,2024,3,23,4.64
65.0,-148.75,2024,3,23,4.86
65.0,-148.125,2024,3,23,5.16
65.0,-147.5,2024,3,23,5.65
65.0,-146.875,2024,3,23,6.34
65.0,-146.25,2024,3,23,5.64
65.0,-145.625,2024,3,23,5.12
65.0,-145.0,2024,3,23,5.44
65.0,-144.375,2024,3,23,5.21
65.5,-149.375,2024,3,23,5.14
65.5,-148.75,2024,3,23,5.33
65.5,-148.125,2024,3,23,5.57
65.5,-147.5,2024,3,23,5.56
65.5,-146.875,2024,3,23,5.28
65.5,-146.25,2024,3,23,4.92
65.5,-145.625,2024,3,23,4.71
65.5,-145.0,2024,3,23,4.74
65.5,-144.375,2024,3,23,4.89
63.5,-149.375,2024,3,24,4.77
63.5,-148.75,2024,3,24,5.21
63.5,-148.125,2024,3,24,5.68
63.5,-147.5,2024,3,24,5.03
63.5,-146.875,2024,3,24,4.89
63.5,-146.25,2024,3,24,5.1
63.5,-145.625,2024,3,24,4.91
63.5,-145.0,2024,3,24,4.42
63.5,-144.375,2024,3,24,3.48
64.0,-149.375,2024,3,24,6.69
64.0,-148.75,2024,3,24,7.17
64.0,-148.125,2024,3,24,6.74
64.0,-147.5,2024,3,24,6.46
64.0,-146.875,2024,3,24,6.22
64.0,-146.25,2024,3,24,6.66
64.0,-145.625,2024,3,24,6.2
64.0,-145.0,2024,3,24,4.56
64.0,-144.375,2024,3,24,4.2
64.5,-149.375,2024,3,24,3.3
64.5,-148.75,2024,3,24,4.35
64.5,-148.125,2024,3,24,5.02
64.5,-147.5,2024,3,24,4.86
64.5,-146.875,2024,3,24,5.06
64.5,-146.25,2024,3,24,5.43
64.5,-145.625,2024,3,24,6.13
64.5,-145.0,2024,3,24,5.54
64.5,-144.375,2024,3,24,4.93
65.0,-149.375,2024,3,24,4.78
65.0,-148.75,2024,3,24,5.0
65.0,-148.125,2024,3,24,5.45
65.0,-147.5,2024,3,24,6.35
65.0,-146.875,2024,3,24,7.69
65.0,-146.25,2024,3,24,6.75
65.0,-145.625,2024,3,24,6.12
65.0,-145.0,2024,3,24,6.59
65.0,-144.375,2024,3,24,6.2
65.5,-149.375,2024,3,24,5.81
65.5,-148.75,2024,3,24,5.35
65.5,-148.125,2024,3,24,5.66
65.5,-147.5,2024,3,24,5.31
65.5,-146.875,2024,3,24,4.68
65.5,-146.25,2024,3,24,4.66
65.5,-145.625,2024,3,24,5.05
65.5,-145.0,2024,3,24,5.34
65.5,-144.375,2024,3,24,5.44
63.5,-149.375,2024,3,25,3.74
63.5,-148.75,2024,3,25,4.42
63.5,-148.125,2024,3,25,4.99
63.5,-147.5,2024,3,25,4.56
63.5,-146.875,2024,3,25,4.78
63.5,-146.25,2024,3,25,5.63
63.5,-145.625,2024,3,25,5.92
63.5,-145.0,2024,3,25,5.69
63.5,-144.375,2024,3,25,4.83
64.0,-149.375,2024,3,25,4.19
64.0,-148.75,2024,3,25,5.3
64.0,-148.125,2024,3,25,5.4
64.0,-147.5,2024,3,25,5.38
64.0,-146.875,2024,3,25,5.55
64.0,-146.25,2024,3,25,6.62
64.0,-145.625,2024,3,25,6.81
64.0,-145.0,2024,3,25,5.08
64.0,-144.375,2024,3,25,4.01
64.5,-149.375,2024,3,25,1.6
64.5,-148.75,2024,3,25,2.24
64.5,-148.125,2024,3,25,3.46
64.5,-147.5,2024,3,25,3.45
64.5,-146.875,2024,3,25,3.55
64.5,-146.25,2024,3,25,3.55
64.5,-145.625,2024,3,25,3.76
64.5,-145.0,2024,3,25,4.19
64.5,-144.375,2024,3,25,4.8
65.0,-149.375,2024,3,25,3.96
65.0,-148.75,2024,3,25,2.66
65.0,-148.125,2024,3,25,2.11
65.0,-147.5,2024,3,25,2.71
65.0,-146.875,2024,3,25,3.76
65.0,-146.25,2024,3,25,3.9
65.0,-145.625,2024,3,25,4.36
65.0,-145.0,2024,3,25,5.43
65.0,-144.375,2024,3,25,4.83
65.5,-149.375,2024,3,25,5.43
65.5,-148.75,2024,3,25,4.46
65.5,-148.125,2024,3,25,3.51
65.5,-147.5,2024,3,25,2.67
65.5,-146.875,2024,3,25,2.03
65.5,-146.25,2024,3,25,2.42
65.5,-145.625,2024,3,25,2.41
65.5,-145.0,2024,3,25,2.71
65.5,-144.375,2024,3,25,3.16
63.5,-149.375,2024,3,26,4.5
63.5,-148.75,2024,3,26,4.53
63.5,-148.125,2024,3,26,4.54
63.5,-147.5,2024,3,26,3.8
63.5,-146.875,2024,3,26,3.47
63.5,-146.25,2024,3,26,3.74
63.5,-145.625,2024,3,26,3.77
63.5,-145.0,2024,3,26,3.47
63.5,-144.375,2024,3,26,2.89
64.0,-149.375,2024,3,26,5.26
64.0,-148.75,2024,3,26,5.71
64.0,-148.125,2024,3,26,5.21
64.0,-147.5,2024,3,26,4.84
64.0,-146.875,2024,3,26,4.6
64.0,-146.25,2024,3,26,5.08
64.0,-145.625,2024,3,26,4.89
64.0,-145.0,2024,3,26,3.41
64.0,-144.375,2024,3,26,2.59
64.5,-149.375,2024,3,26,1.77
64.5,-148.75,2024,3,26,2.61
64.5,-148.125,2024,3,26,3.43
64.5,-147.5,2024,3,26,3.21
64.5,-146.875,2024,3,26,3.16
64.5,-146.25,2024,3,26,3.18
64.5,-145.625,2024,3,26,3.55
64.5,-145.0,2024,3,26,3.4
64.5,-144.375,2024,3,26,3.22
65.0,-149.375,2024,3,26,4.28
65.0,-148.75,2024,3,26,4.06
65.0,-148.125,2024,3,26,3.79
65.0,-147.5,2024,3,26,4.0
65.0,-146.875,2024,3,26,4.88
65.0,-146.25,2024,3,26,4.39
65.0,-145.625,2024,3,26,3.93
65.0,-145.0,2024,3,26,4.19
65.0,-144.375,2024,3,26,3.0
65.5,-149.375,2024,3,26,6.05
65.5,-148.75,2024,3,26,5.47
65.5,-148.125,2024,3,26,5.19
65.5,-147.5,2024,3,26,4.74
65.5,-146.875,2024,3,26,3.86
65.5,-146.25,2024,3,26,3.31
65.5,-145.625,2024,3,26,2.27
65.5,-145.0,2024,3,26,1.52
65.5,-144.375,2024,3,26,1.84
63.5,-149.375,2024,3,27,3.17
63.5,-148.75,2024,3,27,3.13
63.5,-148.125,2024,3,27,2.86
63.5,-147.5,2024,3,27,2.45
63.5,-146.875,2024,3,27,2.7
63.5,-146.25,2024,3,27,3.07
63.5,-145.625,2024,3,27,3.1
63.5,-145.0,2024,3,27,2.9
63.5,-144.375,2024,3,27,2.4
64.0,-149.375,2024,3,27,3.3
64.0,-148.75,2024,3,27,3.35
64.0,-148.125,2024,3,27,3.21
64.0,-147.5,2024,3,27,3.31
64.0,-146.875,2024,3,27,3.73
64.0,-146.25,2024,3,27,4.97
64.0,-145.625,2024,3,27,4.98
64.0,-145.0,2024,3,27,2.74
64.0,-144.375,2024,3,27,1.6
64.5,-149.375,2024,3,27,3.37
64.5,-148.75,2024,3,27,3.07
64.5,-148.125,2024,3,27,3.38
64.5,-147.5,2024,3,27,3.88
64.5,-146.875,2024,3,27,3.42
64.5,-146.25,2024,3,27,2.74
64.5,-145.625,2024,3,27,2.5
64.5,-145.0,2024,3,27,2.03
64.5,-144.375,2024,3,27,2.24
65.0,-149.375,2024,3,27,5.7
65.0,-148.75,2024,3,27,5.21
65.0,-148.125,2024,3,27,4.54
65.0,-147.5,2024,3,27,4.32
65.0,-146.875,2024,3,27,5.26
65.0,-146.25,2024,3,27,4.61
65.0,-145.625,2024,3,27,4.16
65.0,-145.0,2024,3,27,4.28
65.0,-144.375,2024,3,27,3.09
65.5,-149.375,2024,3,27,6.99
65.5,-148.75,2024,3,27,6.73
65.5,-148.125,2024,3,27,6.83
65.5,-147.5,2024,3,27,6.41
65.5,-146.875,2024,3,27,5.31
65.5,-146.25,2024,3,27,4.59
65.5,-145.625,2024,3,27,3.35
65.5,-145.0,2024,3,27,2.48
65.5,-144.375,2024,3,27,2.14
63.5,-149.375,2024,3,28,1.75
63.5,-148.75,2024,3,28,1.76
63.5,-148.125,2024,3,28,1.76
63.5,-147.5,2024,3,28,2.0
63.5,-146.875,2024,3,28,2.4
63.5,-146.25,2024,3,28,2.41
63.5,-145.625,2024,3,28,1.94
63.5,-145.0,2024,3,28,2.05
63.5,-144.375,2024,3,28,1.86
64.0,-149.375,2024,3,28,2.48
64.0,-148.75,2024,3,28,2.2
64.0,-148.125,2024,3,28,2.02
64.0,-147.5,2024,3,28,2.52
64.0,-146.875,2024,3,28,1.91
64.0,-146.25,2024,3,28,1.9
64.0,-145.625,2024,3,28,1.98
64.0,-145.0,2024,3,28,1.84
64.0,-144.375,2024,3,28,2.05
64.5,-149.375,2024,3,28,2.3
64.5,-148.75,2024,3,28,2.06
64.5,-148.125,2024,3,28,2.03
64.5,-147.5,2024,3,28,1.91
64.5,-146.875,2024,3,28,1.81
64.5,-146.25,2024,3,28,1.94
64.5,-145.625,2024,3,28,1.28
64.5,-145.0,2024,3,28,0.93
64.5,-144.375,2024,3,28,1.92
65.0,-149.375,2024,3,28,4.18
65.0,-148.75,2024,3,28,3.44
65.0,-148.125,2024,3,28,2.36
65.0,-147.5,2024,3,28,1.46
65.0,-146.875,2024,3,28,1.82
65.0,-146.25,2024,3,28,1.59
65.0,-145.625,2024,3,28,1.57
65.0,-145.0,2024,3,28,2.2
65.0,-144.375,2024,3,28,2.2
65.5,-149.375,2024,3,28,5.58
65.5,-148.75,2024,3,28,5.07
65.5,-148.125,2024,3,28,4.26
65.5,-147.5,2024,3,28,3.66
65.5,-146.875,2024,3,28,2.96
65.5,-146.25,2024,3,28,2.69
65.5,-145.625,2024,3,28,2.19
65.5,-145.0,2024,3,28,1.85
65.5,-144.375,2024,3,28,2.02
63.5,-149.375,2024,3,29,7.11
63.5,-148.75,2024,3,29,6.72
63.5,-148.125,2024,3,29,6.3
63.5,-147.5,2024,3,29,5.37
63.5,-146.875,2024,3,29,5.36
63.5,-146.25,2024,3,29,6.28
63.5,-145.625,2024,3,29,6.7
63.5,-145.0,2024,3,29,6.83
63.5,-144.375,2024,3,29,6.2
64.0,-149.375,2024,3,29,7.38
64.0,-148.75,2024,3,29,7.39
64.0,-148.125,2024,3,29,6.88
64.0,-147.5,2024,3,29,6.61
64.0,-146.875,2024,3,29,5.97
64.0,-146.25,2024,3,29,6.52
64.0,-145.625,2024,3,29,6.71
64.0,-145.0,2024,3,29,5.23
64.0,-144.375,2024,3,29,4.28
64.5,-149.375,2024,3,29,4.8
64.5,-148.75,2024,3,29,4.8
64.5,-148.125,2024,3,29,4.65
64.5,-147.5,2024,3,29,3.86
64.5,-146.875,2024,3,29,3.58
64.5,-146.25,2024,3,29,3.75
64.5,-145.625,2024,3,29,4.41
64.5,-145.0,2024,3,29,4.57
64.5,-144.375,2024,3,29,4.86
65.0,-149.375,2024,3,29,4.16
65.0,-148.75,2024,3,29,3.89
65.0,-148.125,2024,3,29,4.02
65.0,-147.5,2024,3,29,4.48
65.0,-146.875,2024,3,29,5.07
65.0,-146.25,2024,3,29,4.79
65.0,-145.625,2024,3,29,4.54
65.0,-145.0,2024,3,29,4.83
65.0,-144.375,2024,3,29,4.69
65.5,-149.375,2024,3,29,4.98
65.5,-148.75,2024,3,29,4.65
65.5,-148.125,2024,3,29,4.49
65.5,-147.5,2024,3,29,4.45
65.5,-146.875,2024,3,29,4.31
65.5,-146.25,2024,3,29,4.09
65.5,-145.625,2024,3,29,3.71
65.5,-145.0,2024,3,29,3.36
65.5,-144.375,2024,3,29,3.27
63.5,-149.375,2024,3,30,8.28
63.5,-148.75,2024,3,30,8.73
63.5,-148.125,2024,3,30,9.33
63.5,-147.5,2024,3,30,8.43
63.5,-146.875,2024,3,30,7.89
63.5,-146.25,2024,3,30,7.88
63.5,-145.625,2024,3,30,7.61
63.5,-145.0,2024,3,30,7.05
63.5,-144.375,2024,3,30,5.94
64.0,-149.375,2024,3,30,8.66
64.0,-148.75,2024,3,30,8.62
64.0,-148.125,2024,3,30,8.13
64.0,-147.5,2024,3,30,8.19
64.0,-146.875,2024,3,30,7.5
64.0,-146.25,2024,3,30,7.68
64.0,-145.625,2024,3,30,7.68
64.0,-145.0,2024,3,30,6.47
64.0,-144.375,2024,3,30,5.79
64.5,-149.375,2024,3,30,5.37
64.5,-148.75,2024,3,30,5.72
64.5,-148.125,2024,3,30,6.32
64.5,-147.5,2024,3,30,6.23
64.5,-146.875,2024,3,30,6.29
64.5,-146.25,2024,3,30,6.49
64.5,-145.625,2024,3,30,7.04
64.5,-145.0,2024,3,30,6.66
64.5,-144.375,2024,3,30,6.21
65.0,-149.375,2024,3,30,6.2
65.0,-148.75,2024,3,30,6.09
65.0,-148.125,2024,3,30,6.58
65.0,-147.5,2024,3,30,7.58
65.0,-146.875,2024,3,30,8.7
65.0,-146.25,2024,3,30,7.78
65.0,-145.625,2024,3,30,6.83
65.0,-145.0,2024,3,30,6.46
65.0,-144.375,2024,3,30,6.03
65.5,-149.375,2024,3,30,6.93
65.5,-148.75,2024,3,30,6.61
65.5,-148.125,2024,3,30,7.15
65.5,-147.5,2024,3,30,7.28
65.5,-146.875,2024,3,30,6.9
65.5,-146.25,2024,3,30,6.51
65.5,-145.625,2024,3,30,6.08
65.5,-145.0,2024,3,30,5.53
65.5,-144.375,2024,3,30,5.14
63.5,-149.375,2024,3,31,8.75
63.5,-148.75,2024,3,31,9.5
63.5,-148.125,2024,3,31,8.95
63.5,-147.5,2024,3,31,8.57
63.5,-146.875,2024,3,31,8.82
63.5,-146.25,2024,3,31,9.62
63.5,-145.625,2024,3,31,9.94
63.5,-145.0,2024,3,31,10.47
63.5,-144.375,2024,3,31,10.29
64.0,-149.375,2024,3,31,7.95
64.0,-148.75,2024,3,31,9.12
64.0,-148.125,2024,3,31,10.34
64.0,-147.5,2024,3,31,11.15
64.0,-146.875,2024,3,31,9.89
64.0,-146.25,2024,3,31,9.87
64.0,-145.625,2024,3,31,9.84
